fid,X,Y,area_no,name,type,era,year,place_1,place_2,detail,note_1,note_2,note_3,area,surveyed,description,photo,public_relations,confirmed,primary_image,height,width,depth,shape,material,inscription,statue_height,color,contradiction,need_action,status
"917",139.5446046689,36.259440099,"143",大新田丸彫地蔵尊,地蔵菩薩像,大正14年,"1925",大新田,,薬師堂墓地,丸彫,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"918",139.5339831871,36.2758791611,"46",おみち地蔵尊,地蔵菩薩像,昭和16年,"1941",上早川田町,,蓮葉院,丸彫,,,渡瀬,,,,,FALSE,,,,,立像,,,,,,,
"919",139.5364407547,36.2787407777,"43",寒念佛地蔵尊,地蔵菩薩像,不明,,上早川田町,,上早川田共同墓地,柱型像、浮彫,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"920",139.5339652082,36.2759435701,"47",有縁地蔵尊,地蔵菩薩像,不明,,上早川田町,,蓮葉院,丸彫,,,渡瀬,,,,,FALSE,,,,,立像,,,,,,,
"921",139.5338949775,36.2759333643,"48",千野小笹地蔵尊,地蔵菩薩像,不明,,上早川田町,,蓮葉院,丸彫,,,渡瀬,,,,,FALSE,,,,,立像,,,,,,,
"922",139.534017962,36.2760090682,"49",蓮葉院地蔵尊,地蔵菩薩像,不明,,上早川田町,,蓮葉院,丸彫,,,渡瀬,,,,,FALSE,,,,,立像,,,,,,,
"923",139.5338632159,36.275907381,"50",甚右衛門地蔵尊,地蔵菩薩像,不明,,上早川田町,,蓮葉院,丸彫,,,渡瀬,,,,,FALSE,,,,,立像,,,,,,,
"924",139.5269895875,36.2624922261,"3",安永碑型馬頭尊,馬頭観世音,安永3年,"1774",岡野町,,岡野共同墓地,碑型、文字,,,多々良,,,,,FALSE,,,,,,,,,,,,
"925",139.5269226756,36.2624276384,"4",安永馬頭尊,馬頭観世音,安永4年,"1775",岡野町,,岡野共同墓地,舟型背面、像浮彫,,,多々良,,,,,FALSE,,,,,,,,,,,,
"926",139.5269504854,36.2625501227,"5",岡野碑型馬頭尊,馬頭観世音,安永6年,"1777",岡野町,,岡野共同墓地,碑型、文字,,,多々良,,,,,FALSE,,,,,,,,,,,,
"927",139.5267838783,36.262391063,"6",寛政馬頭尊,馬頭観世音,寛政8年,"1796",岡野町,,岡野共同墓地,碑型、文字,,,多々良,,,,,FALSE,,,,,,,,,,,,
"928",139.5509958352,36.2688544295,"117",寛政駒型馬頭尊,馬頭観世音,寛政10年,"1798",下早川田町,,観音坂堤外地,駒型、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"929",139.5270093606,36.2625622535,"7",赤坂馬頭尊,馬頭観世音,文化2年,"1805",岡野町,,岡野共同墓地,駒型、像浮彫,,,多々良,,,,,FALSE,,,,,,,,,,,,
"930",139.5359475629,36.2793580063,"65",文化馬頭尊,馬頭観世音,文化7年,"1810",上早川田町,,雷電神社前,駒型、像浮彫,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"931",139.5269252098,36.2625450842,"1",天保馬頭尊,馬頭観世音,天保2年,"1831",岡野町,,馬洗場,柱型、文字,,,多々良,,,,,FALSE,,,,,,,,,,,,
"932",139.5509144105,36.2687486897,"118",内田馬頭尊,馬頭観世音,天保5年,"1834",下早川田町,,観音坂堤外地,駒型、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"933",139.5358859363,36.2793503508,"66",天保浮彫り馬頭尊,馬頭観世音,天保10年,"1839",上早川田町,,雷電神社前,柱型、像浮彫,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"934",139.5479452442,36.2601314026,"139",八五郎馬頭尊,馬頭観世音,天保12年,"1841",大新田,,稲荷神社境内,柱型、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"935",139.5322892324,36.2670148317,"9",峯吉馬頭尊,馬頭観世音,嘉永3年,"1850",足次町,,足次薬師堂境内,駒型、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"936",139.5357942884,36.2795445178,"67",上早川田馬頭尊,馬頭観世音,安政2年,"1855",上早川田町,,雷電神社前,柱型、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"937",139.5510717156,36.2688424457,"119",観音坂馬頭尊,馬頭観世音,安政5年,"1858",下早川田町,,観音坂堤外地,碑型,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"938",139.5357610659,36.279573312,"68",安政馬頭尊,馬頭観世音,安政年間,1854～1860,上早川田町,,雷電神社前,柱型、像浮彫,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"939",139.5269521153,36.262462377,"8",文久馬頭尊,馬頭観世音,文久2年,"1862",岡野町,,岡野共同墓地,駒型、文字,,,多々良,,,,,FALSE,,,,,,,,,,,,
"940",139.547841456,36.2600880515,"140",大新田道標馬頭尊,"道標,馬頭観世音",慶応2年,"1866",大新田,,稲荷神社境内,柱型（道標を兼ねる）,,,渡瀬,,@,,NaN/NaN,FALSE,,,,,,,,,,,,
"941",139.5323018197,36.2668508987,"10",慶助馬頭尊,馬頭観世音,慶応3年,"1867",足次町,,足次薬師堂境内,柱型、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"942",139.5359913083,36.2794801947,"69",儀平馬頭尊,馬頭観世音,明治6年,"1873",上早川田町,,雷電神社前,柱型、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"943",139.5322424143,36.2669865195,"11",金子馬頭尊,馬頭観世音,明治7年,"1874",足次町,,足次薬師堂境内,柱型、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"944",139.5269371129,36.2625433648,"9",岡野惣村馬頭尊,馬頭観世音,明治10年,"1877",岡野町,,岡野共同墓地,駒型、文字,,,多々良,,,,,FALSE,,,,,,,,,,,,
"945",139.5347855507,36.26367074,"19",定次郎馬頭尊,馬頭観世音,明治13年,"1880",足次町,,観音寺境内,碑型、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"946",139.5358832898,36.2794998899,"70",元次郎馬頭尊,馬頭観世音,明治19年,"1886",上早川田町,,雷電神社前,柱型、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"947",139.5508970017,36.2687420056,"120",縫八馬頭尊,馬頭観世音,明治21年,"1888",下早川田町,,観音坂堤外地,碑型、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"948",139.5358795762,36.279618226,"71",惣七馬頭尊,馬頭観世音,明治23年,"1890",上早川田町,,雷電神社前,柱型、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"949",139.5357548818,36.279369817,"72",與平治馬頭尊,馬頭観世音,明治28年,"1895",上早川田町,,雷電神社前,柱型、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"950",139.5359561266,36.2795931409,"73",惣三郎馬頭尊,馬頭観世音,明治29年,"1896",上早川田町,,雷電神社前,柱型、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"951",139.5509955898,36.2688073115,"121",留藏馬頭尊,馬頭観世音,明治30年,"1897",下早川田町,,観音坂堤外地,間知石、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"952",139.5311626541,36.2696029372,"2",明治碑型馬頭尊,馬頭観世音,明治34年,"1901",足次町,,赤城神社西,碑型、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"953",139.5360020363,36.2795684448,"74",弥三郎馬頭尊,馬頭観世音,明治36年,"1903",上早川田町,,雷電神社前,柱型、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"954",139.5269399602,36.2624886441,"10",日露戦役馬頭尊,馬頭観世音,明治38年,"1905",岡野町,,岡野共同墓地,碑型、文字,,,多々良,,,,,FALSE,,,,,,,,,,,,
"955",139.5508879012,36.268812894,"122",繁太郎馬頭尊,馬頭観世音,明治41年,"1908",下早川田町,,観音坂堤外地,柱型、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"956",139.5359185333,36.2795753885,"75",茂三郎馬頭尊（1）,馬頭観世音,大正6年,"1917",上早川田町,,雷電神社前,柱型、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"957",139.5358598388,36.2795495458,"76",茂三郎馬頭尊（2）,馬頭観世音,大正6年,"1917",上早川田町,,雷電神社前,柱型、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"958",139.5510462401,36.2687660512,"123",朝日馬頭尊,馬頭観世音,大正8年,"1919",下早川田町,,観音坂堤外地,駒型、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"959",139.5357471397,36.2795575539,"77",大正馬頭尊,馬頭観世音,大正9年,"1920",上早川田町,,雷電神社前,柱型、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"960",139.5359150733,36.2793488085,"78",勝藏馬頭尊,馬頭観世音,大正12年,"1923",上早川田町,,雷電神社前,柱型、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"961",139.5356395625,36.2762518702,"61",松鹿毛馬頭尊,馬頭観世音,大正15年,"1926",上早川田町,,荒井 要,柱型、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"962",139.5347595445,36.2639219279,"20",常次郎馬頭尊,馬頭観世音,昭和4年,"1929",足次町,,観音寺境内,柱型、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"963",139.5510621448,36.2687190026,"124",孫太郎馬頭尊,馬頭観世音,昭和4年,"1929",下早川田町,,観音坂堤外地,柱型、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"964",139.5511408323,36.2686543012,"125",事次郎馬頭尊,馬頭観世音,昭和6年,"1931",下早川田町,,観音坂堤外地,碑型、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"965",139.5348780071,36.2636998621,"21",常七馬頭尊,馬頭観世音,昭和7年,"1932",足次町,,観音寺境内,柱型、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"966",139.5510596327,36.2686976712,"126",嘉七馬頭尊,馬頭観世音,昭和8年,"1933",下早川田町,,観音坂堤外地,柱型、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"967",139.5358159208,36.2795029982,"79",元七馬頭尊,馬頭観世音,昭和10年,"1935",上早川田町,,雷電神社前,柱型、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"968",139.5359530418,36.2795030823,"80",南無法馬頭尊,馬頭観世音,昭和11年,"1936",上早川田町,,雷電神社前,柱型、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"969",139.5357460909,36.2796164605,"81",宮田馬頭尊,馬頭観世音,昭和15年,"1940",上早川田町,,雷電神社前,柱型、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"970",139.5478771482,36.2601906614,"141",大新田碑型馬頭尊,馬頭観世音,昭和18年,"1943",大新田,,稲荷神社境内,碑型、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"971",139.5358909101,36.2796178674,"82",清兵衛馬頭尊,馬頭観世音,昭和22年,"1947",上早川田町,,雷電神社前,碑型、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"972",139.5358556521,36.2794277545,"83",荒井馬頭尊,馬頭観世音,昭和27年,"1952",上早川田町,,雷電神社前,柱型、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"973",139.5269918699,36.2623695095,"2",馬洗場馬頭尊,馬頭観世音,不明,,岡野町,,馬洗場,柱型、文字,,,多々良,,,,,FALSE,,,,,,,,,,,,
"974",139.5362843503,36.2787201854,"64",安永十九夜塔,月待塔,安永2年,"1773",上早川田町,,上早川田共同墓地,丸彫,,,渡瀬,,,,,FALSE,,,,,坐像,,,,,,,
"975",139.5307766497,36.2803374503,"161",如意輪普門品供養塔,如意輪観音像,安永3年,"1774",傍示塚町,,傍示塚墓地,柱型、丸彫,,,渡瀬,,,,,FALSE,,,,,坐像,,,,,,,
"976",139.5527666044,36.2785103333,"94",法源廃寺如意輪塔,如意輪観音像,寛政10年,"1798",下早川田町,,雲龍寺境内,舟型背面、像浮彫,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"977",139.5340083358,36.2759483409,"54",安政十九夜塔,月待塔,安政2年,"1855",上早川田町,,蓮葉院,柱型、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"978",139.5268156604,36.2624672891,"11",岡野十九夜塔,月待塔,明治4年,"1871",岡野町,,岡野共同墓地,駒型、半肉浮彫,,,多々良,,,,,FALSE,,,,,,,,,,,,
"979",139.5526131886,36.2784187897,"95",常吉十九夜塔,月待塔,明治6年,"1873",下早川田町,,雲龍寺境内,柱型、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"980",139.5307657243,36.2802859734,"162",傍示塚十九夜念佛塔,月待塔,明治13年,"1880",傍示塚町,,傍示塚墓地,柱型、像浮彫,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"981",139.5447591,36.2591958,"144",大新田十九夜塔,月待塔,明治26年,"1893",大新田,,薬師堂墓地,南向き,,,渡瀬,2019/05/02,,,,TRUE,"480",181,,,柱型 文字,石造,"(表)十九夜 女人講
(右)明治廿六年旧二月吉日
(台右)  當所寄附連名
一、金壱円五十銭 浜野 直造
一、金壱円     大塚覚次郎
同         坂田 磯吉
同         関口喜太郎
一、金八十銭    中村喜三郎
一、金六十銭    中村 重七
一、金五十銭    渡辺喜十郎
同         原田 栄吉
同         平田 國藏
同         坂田恒次郎
同         飯塚重太郎
同         田口 吉造
同         田口長次郎
同         荒井 平藏
一、金三十銭    大谷八□郎
同         小林米太郎
一、金五十銭 ホソウチ 岩上易次郎
一、金四十銭 ホリク  川島佐四郎
一、金三十銭    須永岩太郎
同     タ ヤ  中里 源吉
同     アシツギ 荒井 九平
同         坂田 嘉七
(台裏)金三十銭  カタ町  小沼弥太郎
同     足ツギ  大朏 庄吉
金二十五銭 同    荒井八太郎
同     同    荒井國太郎
同     同    坂田和助
同     同    大門鶴松
同     トウゴ  飯塚三五郎
同     同    根岸幾次郎
同     ヨツヤ  飯塚 藤吉
同     チヅカ  浜野平二郎
同     同    浜野鉄五郎
同     アシカガ丁田口 平吉
同     同    鍛治 半造
同     オウシマ 小林 源七
同     同    松島嘉七郎
同     ショキウチ稲葉清一郎
同     タカネ  内田 モト
同     ホリク  中村 仙藏
同     ナルシマ 井野口栄吉
同     タカネ  福地浅次郎
同     ハネツク 阿部 喜平
同     ダイジク 渡辺伝次郎
同  越後國桜町村  風間 寅吉
一、金五十銭 當所   飯塚 たけ ",,,,,
"982",139.5528095321,36.2783045591,"96",麦倉十九夜塔,月待塔,大正13年,"1924",下早川田町,,雲龍寺境内,舟型、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"983",139.5527204949,36.2782747453,"97",法源廃寺十九夜塔,月待塔,昭和4年,"1929",下早川田町,,雲龍寺境内,柱型、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"984",139.5340000341,36.2758722703,"55",蓮葉院庚申塔,庚申,寛文12年,"1672",上早川田町,,蓮葉院,三猿、青面金剛像,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"985",139.5527137296,36.2784066478,"109",上早川田庚申塔,庚申,寛文13年,"1673",下早川田町,,雲龍寺山門東,三猿、青面金剛像,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"986",139.5268634707,36.2623361588,"12",延宝三猿庚申塔,庚申,延宝3年,"1675",岡野町,,岡野共同墓地入口,三猿、青面金剛像,,,多々良,,,,,FALSE,,,,,,,,,,,,
"987",139.534861331,36.2638355677,"18",延宝庚申塔,庚申,延宝8年,"1680",足次町,,観音寺入口,三猿、青面金剛像,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"988",139.5283595639,36.281520195,"166",傍示塚庚申塔,庚申,延宝8年,"1680",傍示塚町,,薬師堂入口,舟型、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"989",139.5528221038,36.2784177013,"111",元禄三猿庚申塔,庚申,元禄10年,"1697",下早川田町,,雲龍寺東方,三猿、青面金剛像,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"990",139.5486226754,36.2716346318,"91",家富享保庚申塔,庚申,享保12年,"1727",下早川田町,道下,"888",三猿、青面金剛像,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"991",139.5444753086,36.2738971753,"128",禁葷庚申塔,庚申,延享3年,"1746",下早川田町,,神明宮境内,笠付型、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"992",139.5267599051,36.2625084951,"13",寛延庚申塔,庚申,寛延元年,"1748",岡野町,,岡野共同墓地入口,厚碑型、文字,,,多々良,,,,,FALSE,,,,,,,,,,,,
"993",139.5320739015,36.2669259683,"12",天明駒型庚申塔,庚申,天明8年,"1788",足次町,,岡崎薬師堂境内,駒型、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"994",139.5271312817,36.2797727994,"146",平右衛門庚申塔,庚申,寛政2年,"1790",傍示塚町,,赤城神社前,自然石、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"995",139.5348045137,36.2638345389,"22",安政庚申塔,庚申,寛政12年,"1800",足次町,,観音寺境内,柱型、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"996",139.5273355818,36.2796322743,"147",赤木寛政庚申塔,庚申,寛政12年,"1800",傍示塚町,,赤城神社前,自然石、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"997",139.5348482025,36.2638256783,"23",自然石萬延庚申塔,庚申,萬延元年,"1860",足次町,,観音寺境内,自然石、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"998",139.5271330555,36.279609881,"148",植原庚申塔,庚申,元治元年,"1864",傍示塚町,,赤城神社前,柱型、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"999",139.5341909511,36.276943714,"60",荒井庚申塔,庚申,昭和25年,"1950",上早川田町,,352-2,柱型、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"1000",139.5349481731,36.2637453261,"26",首なし庚申待供養塔,庚申,不明,,足次町,,観音寺無縁佛地内,青面金剛像,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"1001",139.5272120646,36.2795859717,"149",駒型庚申塔,庚申,不明,,傍示塚町,,赤城神社前,駒型、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"1002",139.5272951472,36.279559788,"150",政八百庚申塔,庚申,不明,,傍示塚町,,赤城神社前,柱型、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"1003",139.5273406114,36.279679224,"151",赤木自然石庚申塔（1）,庚申,不明,,傍示塚町,,赤城神社前,自然石、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"1004",139.5271894303,36.2797748125,"152",赤木自然石庚申塔（2）,庚申,不明,,傍示塚町,,赤城神社前,卵型、自然石、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"1005",139.5271411912,36.2796457168,"153",赤木自然石庚申塔（3）,庚申,不明,,傍示塚町,,赤城神社前,板碑型、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"1006",139.5272903579,36.2795962976,"154",赤木自然石庚申塔（4）,庚申,不明,,傍示塚町,,赤城神社前,卵型、自然石、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"1007",139.5272913505,36.279620692,"155",赤木自然石庚申塔（5）,庚申,不明,,傍示塚町,,赤城神社前,自然石、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"1008",139.5271808088,36.2796090753,"156",赤木自然石庚申塔（6）,庚申,不明,,傍示塚町,,赤城神社前,自然石、文字,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"1009",139.5348426425,36.2637708556,"14",弘安十年板碑,,弘安10年,"1287",足次町,,観音寺,華瓶一対,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"1010",139.5370865517,36.2664938263,"13",金子延徳板碑,,延徳3年,"1491",足次町,,金子 勇,山神、弁天,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"1011",139.5408208303,36.2446005445,"295",正和三年弥陀一尊板碑,,正和3年,"1314",城町,,館林市第一資料館,小新田、出土,"隠刻銘、県史No,364、資料館目録：A-15-12",2013年、市史調査で現存,館林,,,,,FALSE,,72.5,27,,,,,,,,,
"1012",139.5307662215,36.2803080512,"157",元徳二年板碑,,元徳2年,"1330",傍示塚町,,傍示塚共同墓地,梵字あり,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"1013",139.5370570992,36.2665349532,"28",永徳二年弥陀一尊板碑,,永徳2年,"1382",足次町,,五箇 喜好,種子 キリーク、華瓶1ケ,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"1014",139.536885512,36.266470691,"29",応永八年釈迦一尊板碑,,応永8年,"1401",足次町,,五箇 喜好,梵字あり,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"1015",139.5347686124,36.2637222722,"15",観音寺宝篋印塔,,万治2年,"1659",足次町,,観音寺,,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"1016",139.534917582,36.2637618993,"16",観音寺宝篋印塔,,寛文元年,"1661",足次町,,観音寺,,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"1017",139.5267533905,36.2625722466,"15",岡野道祖神道標,道標,文化元年,"1804",岡野町,,,柱型,,,多々良,,,,,FALSE,,,,,,,,,,,,
"1018",139.5444863474,36.2738690308,"134",らいでん入口道々標,,天保7年,"1836",下早川田町,,鎮守神明宮脇,柱型,,,渡瀬,,@,,Mar-16,FALSE,,,,,,,,,,,,
"1019",139.5478809553,36.260157999,"142",長家中馬頭道標,"道標,馬頭観世音",慶応2年,"1866",大新田,,稲荷神社境内,柱型,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"1020",139.5508821436,36.2688279213,"113",観音坂御成婚記念道標,道標,大正13年,"1924",下早川田町,,観音坂,柱型,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"1021",139.544349762,36.2737446226,"132",享保道祖神,,享保16年,"1731",下早川田町,,神明神社,笠付型,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"1022",139.5445182809,36.2738706049,"133",享保道祖神,,享保18年,"1733",下早川田町,,神明神社,笠付型,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"1023",139.5268022818,36.2624685904,"14",岡野道祖神,道標,文化元年,"1804",岡野町,,川島家,柱型、神像、浮彫,,,多々良,,@,,Apr-15,FALSE,,,,,,,,,,,,
"1024",139.5444404346,36.273766175,"127",湯殿山大権現,,享保18年,"1733",下早川田町,,神明宮,柱型,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"1025",139.5357507516,36.2760894207,"41",又市湯殿山,,寛政6年,"1794",上早川田町,,植原 貞雄,石祠型,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"1026",139.55110496,36.2686440287,"114",原湯殿山供養塔,,天保10年,"1839",下早川田町,,観音坂堤外地,柱型,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"1027",139.5311317841,36.2694594233,"1",赤城羽黒山,,明治4年,"1871",足次町,,赤城神社,厚碑型,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"1028",139.5339434443,36.2759527422,"51",上早川田湯殿山,,不明,,上早川田町,,蓮葉院,自然石,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"1029",139.5306736299,36.2803906918,"164",傍示塚水神宮,,安政4年,"1857",傍示塚町,,傍示塚墓地入口,柱型,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"1030",139.5509112521,36.2686728186,"115",下早川田水神宮,,不明,,下早川田町,,観音坂堤外地,石殿型,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"1031",139.5527119714,36.2784824638,"87",正徳廻国拝納供養塔,,正徳6年,"1716",下早川田町,,雲龍寺,柱型,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"1032",139.536266684,36.2786870162,"62",享保覚心廻養塔,,享保5年,"1720",上早川田町,,上早川田共同墓地,舟型,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"1033",139.552854138,36.2782529484,"88",光明真言供養塔,,寛保3年,"1743",下早川田町,,雲龍寺,自然石（禁葷酒）,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"1034",139.5307605962,36.280263747,"163",宝暦六十六部供養塔,,宝暦6年,"1756",傍示塚町,,傍示塚墓地,宝篋印塔型,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"1035",139.552804796,36.2783878161,"89",大乗妙典干部供養塔,,宝暦14年,"1764",下早川田町,,雲龍寺,地蔵尊丸彫,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"1036",139.533875981,36.2759573061,"56",文化念仏供養塔,,文化11年,"1814",上早川田町,,蓮葉院,柱型,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"1037",139.5510940225,36.2687408406,"116",南無妙法蓮華経塔,,昭和4年,"1929",下早川田町,,観音坂堤外地,柱型,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"1038",139.5509724132,36.2688746968,"90",下早川田猿田彦大神,庚申,昭和5年,"1930",下早川田町,,中村 富茂,柱型,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"1039",139.5354595486,36.2677032186,"173",八龍神,,昭和16年,"1941",,,小新田集会所,自然石,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"1040",139.5528043584,36.2785166559,"98",田中正造の墓,,昭和8年,"1933",下早川田町,,雲龍寺境内,宝塔型,,,渡瀬,,,,,FALSE,,,,,,,,,,,,
"1041",139.6021631062,36.2516090806,"27",観音堂地蔵菩薩,地蔵菩薩像,宝永5年,"1708",大島町,観音,観音堂境内地蔵堂,,,,大島,,,,,FALSE,,136,,,立像,銅造,"奉造立六十六部供養仏
宝永五戊子 九月吉日
願主
上劦邑楽郡観音村 敬白 かんおん
法印祐慶□□ (供養者多数氏名略)",,,,,
"1042",139.6021370129,36.2516857349,"26",観音堂薬師如来,如来像,不明,,大島町,観音,観音堂内,,"この外、観音堂には
大日如来坐像 (木造) 一体
阿弥陀如来像 (木造) 一体
如来像三体等安置されている",,大島,,,,,FALSE,,61.5,,,坐像,木造,不明,,,,,
"1043",139.5962316699,36.2654775266,"15",元善定院大日如来,如来像,不明,,大島町,岡里,元善定院,,,,大島,,,,,FALSE,,116,,,坐像,木造,不明,60,,,,
"1044",139.5962408547,36.2653923622,"14",元善定院大聖歓喜天,,延享4年以前 (御厨子より),,大島町,岡里,元善定院,,,,大島,,,,,FALSE,,9.8,,,立像,銅造,"(御厨子の文字)
北大島村善定院物
青龍山蔵院現□
奉寄附聖天御宮殿
延享四丁卯 二月七日",,,,,
"1045",139.5920098364,36.2656355612,"69",上新田釈迦堂阿弥陀如来,如来像,寛文7年,1667年,大島町,上新田,釈迦堂境内,東向き,,,大島,2021/8/10,,,,TRUE,"410",127,,,舟型(上部欠損) 立像浮彫,石造,"為念仏供養二世安楽也 諸主
寛文七丁未十月十五日 敬白",,,,,
"1046",139.5920097486,36.2655442031,"62",上新田釈迦堂享保地蔵菩薩,地蔵菩薩像,享保21年,"1736",大島町,上新田,釈迦堂境内,東向き,,,大島,2021/8/10,,,,TRUE,"411",147,,,蓮台上に立像,石造,,95,,,,
"1047",139.5920109845,36.2656133445,"63",上新田釈迦堂寛保地蔵菩薩,地蔵菩薩像,寛保元年,"1741",大島町,上新田,釈迦堂境内,東向き,,,大島,2021/8/10,,,,TRUE,"412",103,,,舟型に立像浮彫,石造,"奉納大乗妙典十六部供養
寛保元辛酉歳八月吉日
願主 西入  相田立之",,,,,
"1048",139.5920128111,36.265698683,"64",上新田釈迦堂明和地蔵菩薩,地蔵菩薩像,明和3年,"1766",大島町,上新田,釈迦堂境内,東向き,,,大島,2021/8/10,,,,TRUE,"413",125,,,台石上に立像,石造,"明和三年二月吉日
阿部太良左衞門",,,,,
