入力No.,地区No.,名称,種別,年代,西暦,所在地①,所在地②,詳細,備考,備考,参考文献,調査日,解説,写真,広報,緯度（世界）,経度（世界）,重複文献①,重複文献②,経度_度,経度_分,経度_秒,緯度_度,緯度_分,緯度_秒
440,928,福地文字馬頭尊,,明治38年,1905,青柳町,,龍積寺境内,柱型（下半欠）,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
441,929,駒型文字馬頭尊,,大正15年,1926,青柳町,,龍積寺境内,駒型、文字,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
443,930,観音馬頭尊,,昭和17年,1942,青柳町,,龍積寺境内,〃,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
459,931,龍積寺大黒天,,元治元年,1864,青柳町,,龍積寺境内,丸彫,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
466,932,元禄笠庚申,,元禄14年,1701,青柳町,,龍積寺境内,笠型、文字,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
468,933,自然石猿田彦,,享保2年,1717,青柳町,,龍積寺境内,自然石、文字,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
470,934,天文一猿青面金剛,,元文5年,1740,青柳町,,龍積寺境内,文字、青面金剛,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
472,935,明和慶範庚申,,明和元年,1764,青柳町,,龍積寺境内,柱型、文字,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
478,936,諏訪庚申,,文化9年,1812,青柳町,,龍積寺境内,柱型、文字,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
480,937,龍積寺萬延庚申,,萬延元年,1860,青柳町,,龍積寺境内,柱型、文字,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
541,938,普門品供養塔,,延享3年,1746,青柳町,,龍積寺境内,柱型、文字,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1638,939,日支大東亜戦役供養塔,,昭和19年,1944,青柳町,,龍積寺境内,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1639,940,本堂改築記念碑,,大正15年,1926,青柳町,,龍積寺境内,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
449,941,青柳如意輪観音,,宝暦8年,1758,青柳町,,龍積寺山門脇,むしば地蔵,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1641,942,青柳土地改良竣工記念碑,,昭和56年,1981,青柳町,,龍積寺北側,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1642,943,分福土地改良竣工記念碑,,昭和57年,1982,青柳町,五反田,,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
485,944,宝徳弥陀板碑,,宝徳4年,1452,青柳町,,金子 吉雄,出所：所在地と同じ,,②④,,,,,0.00000000 ,0.00000000 ,"市史 特別編4 P.460 No,144",,,,,,,
486,945,弥陀板碑,,不明,,青柳町,,金子 吉雄,出所：所在地と同じ、中・下部欠,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
412,946,臨照院地蔵尊,立像,明和8年,1771,青柳町,,龍積寺,丸彫,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1666,947,諏訪神社造営記念碑,,昭和45年,1970,青柳町,,諏訪神社境内,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
817,948,赤土邑庚申塔,,寛政4年,1792,小桑原町,,赤土公民館,駒型、文字,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
447,949,近藤無銘馬頭尊,,不明,,小桑原町,,近藤焼却場北,舟型、文字,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
415,950,文政地蔵尊,,文政5年,1822,小桑原町,,密蔵寺,柱型、文字、像なし,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
460,951,二童子庚申,,寛文5年,1665,小桑原町,,密蔵寺墓地入口,三猿浮彫,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
461,952,寛文三猿庚申,,寛文11年,1671,小桑原町,,密蔵寺墓地入口,三猿浮彫,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
462,953,三猿庚申待供養,,寛文12年,1672,小桑原町,,密蔵寺墓地入口,自然石,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
465,954,甲子三猿庚申,,貞享元年,1684,小桑原町,,密蔵寺墓地入口,三猿浮彫,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
745,955,赤土念佛地蔵尊,,宝暦5年,1755,小桑原町,,赤土公民館,丸彫,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
772,956,嘉七馬頭尊,,明治20年,1887,小桑原町,,赤土公民館,柱型、文字,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
773,957,毛塚馬頭尊,,明治32年,1899,小桑原町,,赤土公民館,柱型、文字,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
774,958,加賀美馬頭尊,,明治32年,1899,小桑原町,,赤土公民館,柱型、文字,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
775,959,原馬頭尊,,明治33年,1900,小桑原町,,赤土公民館,厚碑型、文字,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
776,960,野木村馬頭尊,,明治33年,1900,小桑原町,,赤土公民館,厚碑型、文字,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
778,961,国蔵馬頭尊,,明治37年,1904,小桑原町,,赤土公民館,厚碑型、文字,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
781,962,甚蔵馬頭尊,,大正11年,1922,小桑原町,,赤土公民館,駒型、文字,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
803,963,寛文舟型庚申塔,,寛文8年,1668,小桑原町,,赤土公民館,舟型、三猿,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
829,964,三猿庚申塔,,不明,,小桑原町,,赤土公民館,三猿,,⑤,,,,,0.00000000 ,0.00000000 ,,,,,,,,
876,965,富士浅間道標,道標,天保11年,1840,小桑原町,,赤土公民館,柱型,,②⑤⑧,,,,,0.00000000 ,0.00000000 ,"市史 特別編4 P.499 No,49",市誌 歴史編 P.775 ⑭,,,,,,
390,966,密蔵寺聖観音,立像,元禄2年,1689,小桑原町,,密蔵寺,丸彫,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
419,967,子安地蔵尊,立像,不明,,小桑原町,,密蔵寺,丸彫,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
450,968,密蔵寺如意輪供養塔,,宝暦9年,1759,小桑原町,,密蔵寺墓地入口,像あり,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
539,969,悦心念佛供養,,宝暦元年,1751,小桑原町,,密蔵寺墓地入口,柱型、文字,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
387,970,密蔵寺本尊阿弥陀如来,座像,不明,,小桑原町,,密蔵寺,木造、丸彫,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1670,971,道路改良補装記念,,昭和39年,1964,小桑原町,,,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1678,972,喜翁登山度数寿碑,,明治20年,1887,小桑原町,,富士嶽神社境内,,,①,,@,,,0.00000000 ,0.00000000 ,,,,,,,,
1679,973,芭蕉句碑,,安政5年,1858,小桑原町,,富士嶽神社境内,,,①,,@,,,0.00000000 ,0.00000000 ,,,,,,,,
1684,974,富士嶽神社由緒の碑,,昭和57年,1982,小桑原町,,富士嶽神社境内,,,①,,@,,,0.00000000 ,0.00000000 ,,,,,,,,
534,975,富士浅間入口道標,道標,天保7年,1836,新宿一丁目,8-11,通り,,現在は富士嶽神社境内,②④⑧,広報紙連載,,,@,0.00000000 ,0.00000000 ,"市史 特別編4 P.496 No,33に富士原町富士嶽神社境内にありと記載",市誌 歴史編 P.773 ⑨,,,,,,
1661,976,御大礼紀念之碑,,大正4年,1915,新宿町,,第六小学校構内,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1675,977,奉安殿造営記念碑,,昭和10年,1935,新宿町,,第六小学校構内,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1662,978,補装道路完成記念碑,,昭和33年,1958,新宿町,,集会所構内,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1663,979,御大典記念,,昭和3年,1928,新宿町,,集会所構内,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1664,980,御大典記念門桂,,昭和3年,1928,新宿町,,集会所構内,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1665,981,御大典記念樹,,昭和3年,1928,新宿町,,長良神社境内,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
408,982,苗木地蔵尊,立像,寛延元年,1748,苗木町,,苗木墓地,舟型背面、浮彫,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
540,983,苗木百力遍供養塔,,明和3年,1766,苗木町,,苗木墓地入口,柱型、文字,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1673,984,句碑坂本風流,,明治19年,1886,近藤町,開拓,,,,①,,@,,,0.00000000 ,0.00000000 ,,,,,,,,
1674,985,山神の碑,,明治19年,1886,近藤町,開拓,,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
528,986,富士嶽神社宝篋印塔,,不明,,富士原町,,富士嶽神社,塔身1,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
476,987,富士嶽道標庚申,道標,寛政12年,1800,富士原町,,富士嶽神社境内,柱型、文字,No.532と同様,②④⑧,広報紙連載,,,@,0.00000000 ,0.00000000 ,市誌 歴史編 P.774 ⑪,,,,,,,
532,988,富士嶽神社道標,道標,寛政12年,1800,富士原町,,富士嶽神社境内,,No.476と同様,,広報紙連載,,,@,0.00000000 ,0.00000000 ,"市史 特別編4 P.496 No,31",,,,,,,
537,989,富士嶽天明道祖神,,天明2年,1782,富士原町,,富士嶽神社境内,,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
403,990,佛果地蔵尊,立像,享保4年,1719,富士原町,,富士原墓地,丸彫,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
416,991,治郎吉地蔵尊,立像,天保11年,1840,富士原町,,富士原墓地,丸彫,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
458,992,栗原家不動尊,,不明,,堀工町,上堀工,157,舟型背面、浮彫,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
401,993,堀工善男善女地蔵尊,立像,宝永7年,1710,堀工町,,上堀工墓地,丸彫,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
446,994,烏□馬頭尊,,不明,,堀工町,,上堀工墓地,厚碑型、文字,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1410,995,釈迦如来種子板碑,,永仁3年,1295,堀工町,,上堀工墓地,種子 バク,,②⑧,,,,,0.00000000 ,0.00000000 ,"市誌 歴史編 P.955 No,8",,,,,,,
400,996,おくまん地蔵尊,立像,元禄2年,1689,堀工町,,三神社,舟型背面、浮彫,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
453,997,おくまん二十三夜塔,,文久2年,1862,堀工町,,三神社裏,柱型,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
469,998,三神社一猿庚申,,元文5年,1740,堀工町,,三神社境内,柱型、文字,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
404,999,享保舟型地蔵尊,,享保9年,1724,堀工町,,下堀工墓地,舟型背面、浮彫,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
426,1000,下堀工安永馬頭尊,,安永8年,1779,堀工町,,下堀工墓地,〃,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
429,1001,定右ェ門馬頭尊,,寛政4年,1792,堀工町,,下堀工墓地,厚碑型、文字,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
385,1002,須永湯前薬師,立像,天明7年,1787,堀工町,,須永 銀八,舟型背面、浮彫,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
389,1003,須永氏大日如来像,立像,天明5年,1785,堀工町,,須永 銀八,舟型背面、浮彫,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
542,1004,須永さんのうさま,,天明4年,1784,堀工町,,須永 銀八,舟型背面,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
474,1005,天明庚申,,天明2年,1782,堀工町,,須永銀八方,駒型、文字,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
392,1006,子育聖観音,立像,天明6年,1786,堀工町,,須永銀八宅,舟型背面、浮彫,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
414,1007,岩船山地蔵尊,立像,天明3年,1783,堀工町,,須永銀八宅地,舟型背面、浮彫,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
442,1008,重吉馬頭尊,,昭和10年,1935,堀工町,,中里 重太郎,柱型、文字,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1669,1009,根本山神社百度登山紀念碑,,大正6年,1917,堀工町,,中里氏宅地内,,,①,,@,,,0.00000000 ,0.00000000 ,,,,,,,,
432,1010,源右ェ門馬頭尊,,文化9年,1812,堀工町,,松本 勇七,厚碑型、文字,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
384,1011,茂林寺本尊釈迦如来,座像,不明,,堀工町,,茂林寺,木造、推定 鎌倉時代,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
391,1012,茂林寺聖観音座像,座像,元禄3年,1690,堀工町,,茂林寺,銅像,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
395,1013,茂林寺宥性虚空蔵菩薩,立像,宝永4年,1707,堀工町,,茂林寺,丸彫,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
437,1014,戊辰文字馬頭尊,,明治元年,1868,堀工町,,茂林寺,柱型、文字,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1545,1015,種子不明板碑,,不明,,堀工町,,茂林寺,,,②,,,,,0.00000000 ,0.00000000 ,,,,,,,,
451,1016,十六夜如意輪観音,,明和2年,1765,堀工町,,茂林寺境内,像あり,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
488,1017,茂林寺板碑,,不明,,堀工町,,茂林寺境内,出所：所在地と同じ、上・中部欠,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1576,1018,道標（3）,道標,享保9年,1724,堀工町,,茂林寺境内,,,②,広報紙連載,,,@,0.00000000 ,0.00000000 ,,,,,,,,
1655,1019,躑躅園寄附の碑,,大正14年,1925,堀工町,,茂林寺境内,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1656,1020,御大典記念,,昭和3年,1928,堀工町,,茂林寺境内,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1657,1021,茂林寺青柳線完成記念,,不詳,,堀工町,,茂林寺境内,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1658,1022,茶筅塚,,昭和44年,1969,堀工町,,茂林寺境内,,,①,,@,,,0.00000000 ,0.00000000 ,,,,,,,,
1659,1023,銀婚式記念碑,,大正14年,1925,堀工町,,茂林寺境内,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1681,1024,ぶんぶく茶釜童謡碑,,明治34年,1901,堀工町,,茂林寺境内,,,①,,@,,,0.00000000 ,0.00000000 ,,,,,,,,
1682,1025,景呉筆塚,,昭和47年,1972,堀工町,,茂林寺境内,,,①,,@,,,0.00000000 ,0.00000000 ,,,,,,,,
1683,1026,戰車第二師団工兵隊之碑,,昭和35年,1960,堀工町,,茂林寺境内,,,①,,@,,,0.00000000 ,0.00000000 ,,,,,,,,
455,1027,堀工二十三夜塔,,慶応2年,1866,堀工町,,茂林寺守鶴堂脇,柱型,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
396,1028,天和念佛地蔵尊,立像,天和4年,1684,堀工町,,茂林寺墓地,舟型背面、浮彫,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
436,1029,釜塚馬頭尊,,慶応3年,1867,堀工町,,茂林寺墓地,〃,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
495,1030,茂林寺宝篋印塔（1）,,慶長19年,1614,堀工町,,茂林寺墓地,刻銘あり,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
496,1031,茂林寺宝篋印塔（2）,,寛永2年,1625,堀工町,,茂林寺墓地,相輪欠、刻銘あり,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
497,1032,茂林寺宝篋印塔（3）,,寛永3年,1626,堀工町,,茂林寺墓地,刻銘あり,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
498,1033,茂林寺宝篋印塔（4）,,寛永4年,1627,堀工町,,茂林寺墓地,刻銘あり、昭和44年～45年頃掘り出されたという,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
499,1034,茂林寺宝篋印塔（5）,,寛永9年,1632,堀工町,,茂林寺墓地,刻銘あり,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
500,1035,茂林寺宝篋印塔（6）,,寛永9年,1632,堀工町,,茂林寺墓地,刻銘あり,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
501,1036,茂林寺宝篋印塔（7）,,寛永10年,1633,堀工町,,茂林寺墓地,相輪欠、刻銘あり,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
502,1037,茂林寺宝篋印塔（8）,,寛永11年,1634,堀工町,,茂林寺墓地,刻銘あり,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
503,1038,茂林寺宝篋印塔（9）,,寛永12年,1635,堀工町,,茂林寺墓地,刻銘あり,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
504,1039,茂林寺宝篋印塔（10）,,寛永13年,1636,堀工町,,茂林寺墓地,相輪上部欠損、刻銘あり、寛永13年は子,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
505,1040,茂林寺宝篋印塔（11）,,寛永13年,1636,堀工町,,茂林寺墓地,刻銘あり,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
506,1041,茂林寺宝篋印塔（12）,,寛永16年,1639,堀工町,,茂林寺墓地,刻銘あり,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
507,1042,茂林寺宝篋印塔（13）,,寛永16年,1639,堀工町,,茂林寺墓地,刻銘あり,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
508,1043,茂林寺宝篋印塔（14）,,寛永16年,1639,堀工町,,茂林寺墓地,相輪一部欠損、刻銘あり,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
509,1044,茂林寺宝篋印塔（15）,,寛永17年,1640,堀工町,,茂林寺墓地,刻銘あり,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
510,1045,茂林寺宝篋印塔（16）,,寛永18年,1641,堀工町,,茂林寺墓地,相輪欠損、刻銘あり,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
511,1046,茂林寺宝篋印塔（17）,,寛永18年,1641,堀工町,,茂林寺墓地,刻銘あり,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
512,1047,茂林寺宝篋印塔（18）,,寛永20年,1643,堀工町,,茂林寺墓地,刻銘あり,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
513,1048,茂林寺宝篋印塔（19）,,寛永22年,1645,堀工町,,茂林寺墓地,刻銘あり、寛永21年12月正保に改元する,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
514,1049,茂林寺宝篋印塔（20）,,正保2年,1645,堀工町,,茂林寺墓地,刻銘あり,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
515,1050,茂林寺宝篋印塔（21）,,正保3年,1646,堀工町,,茂林寺墓地,刻銘あり,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
516,1051,茂林寺宝篋印塔（22）,,正保3年,1646,堀工町,,茂林寺墓地,刻銘あり,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
517,1052,茂林寺宝篋印塔（23）,,正保3年,1646,堀工町,,茂林寺墓地,刻銘あり,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
518,1053,茂林寺宝篋印塔（24）,,正保4年,1647,堀工町,,茂林寺墓地,相輪欠損、刻銘あり,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
519,1054,茂林寺宝篋印塔（25）,,正保5年,1648,堀工町,,茂林寺墓地,刻銘あり,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
520,1055,茂林寺宝篋印塔（26）,,承応2年,1653,堀工町,,茂林寺墓地,刻銘あり、干支は癸巳のはず,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
521,1056,茂林寺宝篋印塔（27）,,明暦3年,1657,堀工町,,茂林寺墓地,刻銘あり,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
522,1057,茂林寺宝篋印塔（28）,,寛文9年,1669,堀工町,,茂林寺墓地,刻銘あり,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
523,1058,茂林寺宝篋印塔（29）,,延宝7年,1679,堀工町,,茂林寺墓地,刻銘あり,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
524,1059,茂林寺宝篋印塔（30）,,不明,,堀工町,,茂林寺墓地,,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
525,1060,茂林寺宝篋印塔（31）,,不明,,堀工町,,茂林寺墓地,刻銘なし,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
526,1061,茂林寺宝篋印塔（32）,,不明,,堀工町,,茂林寺墓地,塔身なし,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
527,1062,茂林寺宝篋印塔（33）,,不明,,堀工町,,茂林寺墓地,相輪1、笠部3、基礎1,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
464,1063,茂林寺三猿庚申,,延宝8年,1680,堀工町,,茂林寺墓地入口,三猿浮彫,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
477,1064,堀工自然石庚申,,寛政12年,1800,堀工町,,茂林寺墓地入口,自然石、文字,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1577,1065,道標（4）,道標,文久元年,1861,堀工町,中山東,,,,②,広報紙連載,,,@,0.00000000 ,0.00000000 ,,,,,,,,
444,1066,常太郎馬頭尊,,昭和18年,1943,堀工町,,野村 純一郎,〃,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1660,1067,御成婚記念道標,道標,大正13年,1924,堀工町,,,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1667,1068,館林南部土地改良,,昭和44年,1969,堀工町,,,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1668,1069,赤生田土地改良,,昭和44年,1969,堀工町,,,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1680,1070,山田烏兎二君碑,,明治33年,1900,つつじ町,,総合体育館構内,,,①,,@,,,0.00000000 ,0.00000000 ,,,,,,,,
1651,1071,松林寺墓地整理記念碑,,不詳,,松原町,,松林寺境内,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
1652,1072,県道拡張記念碑,,不詳,,松原町,,松林寺境内,,,①,,,,,0.00000000 ,0.00000000 ,,,,,,,,
535,1073,松原道標,道標,不明,,松原一丁目,,交差点,,,②④⑧,,,,,0.00000000 ,0.00000000 ,"市史 特別編4 P.496 No,36？",市誌 歴史編 P.774 ⑩,,,,,,
531,1074,松原観世音道標,道標,元文3年,1738,松原一丁目,7-33,瀬山 増男,,,②④,広報紙連載,,,@,0.00000000 ,0.00000000 ,"市史 特別編4 P.496 No,30",,,,,,,
530,1075,旧花山道々標,道標,享保20年,1735,松原一丁目,19-32,瀬山 康長,,No.407と同様,,広報紙連載,,,@,0.00000000 ,0.00000000 ,"市史 特別編4 P.496 No,29",,,,,,,
407,1076,旧花山道地蔵尊,道標,享保20年,1735,松原一丁目,,瀬山康長宅,柱型、文字地蔵尊,No.530と同様,②④,広報紙連載,,,@,0.00000000 ,0.00000000 ,,,,,,,,
536,1077,瀬山道祖神道標,道標,不明,,松原一丁目,19-32,瀬山 康長,,,②④,,,,,0.00000000 ,0.00000000 ,"市史 特別編4 P.497 No,35",,,,,,,
538,1078,瀬山道祖神,,不明,,松原一丁目,19-32,瀬山 康長,,,②④,,,,,0.00000000 ,0.00000000 ,"市史 特別編4 P.497 No,35",,,,,,,
533,1079,松林寺回国道標,道標,文政8年,1825,松原一丁目,,松原公民館,,,②④,広報紙連載,,,@,0.00000000 ,0.00000000 ,"市史 特別編4 P.496 No,32",,,,,,,
445,1080,儀助馬頭尊,,昭和23年,1948,松原一丁目か,,瀬山 儀一,駒型、文字,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
431,1081,八右エ門馬頭尊,,文化元年,1804,松原一丁目か,,浜野喜四郎,舟型背面像,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
433,1082,文政直線舟型馬頭尊,,文政3年,1820,松原二丁目,,松原墓地,舟型背面像,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
439,1083,柱型文字馬頭尊,,明治11年,1878,松原二丁目,,松原墓地,柱型、文字,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
393,1084,子育交通守護観音,立像,昭和47年,1978,松原二丁目,,松原霊園,銅造,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
397,1085,舟型念佛地蔵尊,立像,元禄2年,1689,松原二丁目,,松原霊園,舟型背面、浮彫,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
411,1086,光明地蔵尊,立像,明和8年,1771,松原二丁目,,松原霊園,丸彫,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
418,1087,松原無銘地蔵尊,立像,不明,,松原二丁目,,松原霊園,丸彫,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
423,1088,元禄馬頭尊,,元禄13年,1700,松原二丁目,,松原霊園,舟型背面像,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
452,1089,松原如意輪観音,,安永3年,1774,松原二丁目,,松原霊園,像あり,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
493,1090,松原霊園宝篋印塔（1）,,寛永12年,1635,松原二丁目,,松原霊園,刻銘あり,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
494,1091,松原霊園宝篋印塔（2）,,寛文9年,1669,松原二丁目,,松原霊園,刻銘あり,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
543,1092,英順光明供養塔,,天保9年,1838,松原二丁目,,松原霊園,柱型、梵字,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
463,1093,延宝三猿庚申,,延宝8年,1680,松原二丁目,,松原霊園墓地内,三猿浮彫,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
467,1094,正徳三猿庚申,,正徳3年,1714,松原二丁目,,松原霊園墓地内,三猿浮彫庚申,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
471,1095,延享青面金剛,,延享4年,1748,松原二丁目,,松原霊園墓地内,文字、青面金剛,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
473,1096,明和庚申,,明和2年,1765,松原二丁目,,松原霊園墓地内,柱型、文字,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
475,1097,自然石庚申,,寛政12年,1800,松原二丁目,,松原霊園墓地内,自然石、文字,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
479,1098,萬延庚申,,萬延元年,1860,松原二丁目,,松原霊園墓地内,柱型、文字,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
417,1099,トウムギ地蔵尊,立像,不明,,緑町一丁目,,新宿トウムギ地蔵堂内,丸彫、厨子入り,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
386,1100,新宿薬師如来,座像,不明,,緑町一丁目,,新宿薬師堂,木造、丸彫,,④,,,,,0.00000000 ,0.00000000 ,,,,,,,,
